id_farmacia,id_producto,stock,precio
3VZjnASQ6FnIYqsPTY3f,7011123,62,86.97
3VZjnASQ6FnIYqsPTY3f,7011823,72,56.79
3VZjnASQ6FnIYqsPTY3f,7029,83,87.12
3VZjnASQ6FnIYqsPTY3f,70294,38,25.18
3VZjnASQ6FnIYqsPTY3f,70330709485,59,44.09
3VZjnASQ6FnIYqsPTY3f,70330717527,26,101.66
3VZjnASQ6FnIYqsPTY3f,703307175510,58,11.87
3VZjnASQ6FnIYqsPTY3f,70330724815,42,49.02
3VZjnASQ6FnIYqsPTY3f,70330731745,61,89.5
3VZjnASQ6FnIYqsPTY3f,70963,16,26.11
3VZjnASQ6FnIYqsPTY3f,7350012553791,78,93.29
3VZjnASQ6FnIYqsPTY3f,736085410099,41,35.88
3VZjnASQ6FnIYqsPTY3f,736085410396,23,45.1
3VZjnASQ6FnIYqsPTY3f,740107100028,61,13.97
3VZjnASQ6FnIYqsPTY3f,7401071400028,92,27.81
3VZjnASQ6FnIYqsPTY3f,7401071400042,52,13.23
3VZjnASQ6FnIYqsPTY3f,7401071400080,12,83.64
3VZjnASQ6FnIYqsPTY3f,7401071400097,31,46.75
3VZjnASQ6FnIYqsPTY3f,7401071400103,95,69.52
3VZjnASQ6FnIYqsPTY3f,7401071400608,39,51.78
3VZjnASQ6FnIYqsPTY3f,7401071400622,41,37.79
3VZjnASQ6FnIYqsPTY3f,7401071400677,28,28.96
3VZjnASQ6FnIYqsPTY3f,7401156602224,18,49.33
3VZjnASQ6FnIYqsPTY3f,7401156603511,78,80.03
3VZjnASQ6FnIYqsPTY3f,741258963,92,53.49
3VZjnASQ6FnIYqsPTY3f,7453038493000,12,82.03
3VZjnASQ6FnIYqsPTY3f,7460536555550,41,34.22
3VZjnASQ6FnIYqsPTY3f,7460536558285,51,61.08
3VZjnASQ6FnIYqsPTY3f,7460536558292,52,47.82
3VZjnASQ6FnIYqsPTY3f,7460536558452,28,53.58
3VZjnASQ6FnIYqsPTY3f,7460536558742,78,62.98
3VZjnASQ6FnIYqsPTY3f,7460536558759,49,48.45
3VZjnASQ6FnIYqsPTY3f,7460536559749,12,31.06
3VZjnASQ6FnIYqsPTY3f,7460536559756,35,97.77
3VZjnASQ6FnIYqsPTY3f,7460536560097,71,73.04
3VZjnASQ6FnIYqsPTY3f,7460536560103,10,58.39
3VZjnASQ6FnIYqsPTY3f,7460536560721,91,20.02
3VZjnASQ6FnIYqsPTY3f,7460536561636,16,31.72
3VZjnASQ6FnIYqsPTY3f,7460536561643,19,29.05
3VZjnASQ6FnIYqsPTY3f,7460536561650,14,79.25
3VZjnASQ6FnIYqsPTY3f,7460536563753,28,63.77
3VZjnASQ6FnIYqsPTY3f,7460536563760,25,34.39
3VZjnASQ6FnIYqsPTY3f,7460536571840,59,31.18
3VZjnASQ6FnIYqsPTY3f,7501008401651,52,82.6
3VZjnASQ6FnIYqsPTY3f,7501035907508,19,19.66
3VZjnASQ6FnIYqsPTY3f,7501058637710,64,92.09
3VZjnASQ6FnIYqsPTY3f,7501059279124,96,88.1
3VZjnASQ6FnIYqsPTY3f,7501088500596,69,76.99
3VZjnASQ6FnIYqsPTY3f,7501088505003,45,46.37
3VZjnASQ6FnIYqsPTY3f,7501088505157,97,58.52
3VZjnASQ6FnIYqsPTY3f,7501088505355,57,72.83
3VZjnASQ6FnIYqsPTY3f,7501088507915,35,83.49
3VZjnASQ6FnIYqsPTY3f,7501298221991,80,88.9
3VZjnASQ6FnIYqsPTY3f,7501298222868,63,76.18
3VZjnASQ6FnIYqsPTY3f,7501298222875,92,21.83
3VZjnASQ6FnIYqsPTY3f,7501298222882,5,83.54
3VZjnASQ6FnIYqsPTY3f,7501303443301,100,22.29
3VZjnASQ6FnIYqsPTY3f,7509546060613,66,62.87
3VZjnASQ6FnIYqsPTY3f,7509546680422,57,42.4
3VZjnASQ6FnIYqsPTY3f,7509546683652,8,35.01
3VZjnASQ6FnIYqsPTY3f,7509546688206,42,22.26
3VZjnASQ6FnIYqsPTY3f,7532,68,50.17
3VZjnASQ6FnIYqsPTY3f,75462194,14,61.42
3VZjnASQ6FnIYqsPTY3f,7591044008952,7,60.7
3VZjnASQ6FnIYqsPTY3f,7591044009010,48,94.33
3VZjnASQ6FnIYqsPTY3f,7613032048044,36,75.69
3VZjnASQ6FnIYqsPTY3f,7613032490669,27,16.94
3VZjnASQ6FnIYqsPTY3f,7613033734441,42,27.47
3VZjnASQ6FnIYqsPTY3f,7613034751829,86,60.02
3VZjnASQ6FnIYqsPTY3f,7613034966650,25,53.31
3VZjnASQ6FnIYqsPTY3f,7613035881037,3,92.79
3VZjnASQ6FnIYqsPTY3f,7613287139245,50,60.27
3VZjnASQ6FnIYqsPTY3f,76400643,96,47.01
3VZjnASQ6FnIYqsPTY3f,7640107470042,17,38.96
3VZjnASQ6FnIYqsPTY3f,76986207,14,27.25
3VZjnASQ6FnIYqsPTY3f,7700108045175,63,42.48
3VZjnASQ6FnIYqsPTY3f,770109040469,68,55.6
3VZjnASQ6FnIYqsPTY3f,770109040582,21,29.41
3VZjnASQ6FnIYqsPTY3f,7702026180812,1,81.4
3VZjnASQ6FnIYqsPTY3f,7702027044014,3,18.07
3VZjnASQ6FnIYqsPTY3f,7702027434235,27,68.13
3VZjnASQ6FnIYqsPTY3f,7702027444654,6,83.17
3VZjnASQ6FnIYqsPTY3f,7702027478741,85,85.94
3VZjnASQ6FnIYqsPTY3f,7702031293354,3,29.29
3VZjnASQ6FnIYqsPTY3f,7702425801288,70,73.91
3VZjnASQ6FnIYqsPTY3f,7703153000059,76,38.71
3VZjnASQ6FnIYqsPTY3f,7703153001049,95,55.53
3VZjnASQ6FnIYqsPTY3f,7703153001056,75,61.5
3VZjnASQ6FnIYqsPTY3f,7703153001742,50,72.58
3VZjnASQ6FnIYqsPTY3f,7703153024000,38,94.88
3VZjnASQ6FnIYqsPTY3f,7703153028695,25,107.25
3VZjnASQ6FnIYqsPTY3f,7703153033354,82,98.56
3VZjnASQ6FnIYqsPTY3f,7703153044527,93,84.16
3VZjnASQ6FnIYqsPTY3f,7703153044534,11,95.19
3VZjnASQ6FnIYqsPTY3f,7703202001563,76,87.96
3VZjnASQ6FnIYqsPTY3f,7703281000365,38,37.25
3VZjnASQ6FnIYqsPTY3f,7703281000778,49,14.07
3VZjnASQ6FnIYqsPTY3f,7703281002109,74,39.36
3VZjnASQ6FnIYqsPTY3f,7703281002246,2,87.35
3VZjnASQ6FnIYqsPTY3f,7703281002253,44,62.86
3VZjnASQ6FnIYqsPTY3f,7703281002307,68,53.05
3VZjnASQ6FnIYqsPTY3f,7703281002581,32,44.72
3VZjnASQ6FnIYqsPTY3f,7703281003762,41,56.65
3VZjnASQ6FnIYqsPTY3f,7703281008415,61,40.54
3VZjnASQ6FnIYqsPTY3f,7703281020172,79,82.84
3VZjnASQ6FnIYqsPTY3f,7703281021216,21,60.0
3VZjnASQ6FnIYqsPTY3f,7703333007021,65,59.73
3VZjnASQ6FnIYqsPTY3f,7703333007045,29,86.0
3VZjnASQ6FnIYqsPTY3f,7703333007113,98,52.85
3VZjnASQ6FnIYqsPTY3f,7703333007465,16,51.49
3VZjnASQ6FnIYqsPTY3f,7703763002634,88,105.32
3VZjnASQ6FnIYqsPTY3f,7703763002832,96,10.31
3VZjnASQ6FnIYqsPTY3f,7703763960460,10,24.31
3VZjnASQ6FnIYqsPTY3f,7704163002996,16,21.04
3VZjnASQ6FnIYqsPTY3f,7704163003313,100,81.71
3VZjnASQ6FnIYqsPTY3f,7718593310132,96,11.5
3VZjnASQ6FnIYqsPTY3f,7730188379263,95,91.68
3VZjnASQ6FnIYqsPTY3f,7730381000391,44,67.13
3VZjnASQ6FnIYqsPTY3f,7730381002296,24,50.86
3VZjnASQ6FnIYqsPTY3f,7730381003187,86,48.28
3VZjnASQ6FnIYqsPTY3f,7730512800265,25,22.39
3VZjnASQ6FnIYqsPTY3f,7730599571249,13,32.98
3VZjnASQ6FnIYqsPTY3f,7730698003177,39,64.79
3VZjnASQ6FnIYqsPTY3f,7730698003382,69,10.07
3VZjnASQ6FnIYqsPTY3f,7730698004396,12,18.97
3VZjnASQ6FnIYqsPTY3f,7730698005485,81,24.39
3VZjnASQ6FnIYqsPTY3f,7730698007168,71,112.03
3VZjnASQ6FnIYqsPTY3f,7730698007175,56,55.01
3VZjnASQ6FnIYqsPTY3f,7730698007281,24,53.58
3VZjnASQ6FnIYqsPTY3f,7730698010717,22,55.12
3VZjnASQ6FnIYqsPTY3f,7730698011363,89,44.04
3VZjnASQ6FnIYqsPTY3f,7730698013251,40,29.6
3VZjnASQ6FnIYqsPTY3f,7730698014166,94,62.65
3VZjnASQ6FnIYqsPTY3f,7730698015866,28,103.06
3VZjnASQ6FnIYqsPTY3f,7730698015897,78,35.71
3VZjnASQ6FnIYqsPTY3f,7730698015903,27,59.7
3VZjnASQ6FnIYqsPTY3f,7730698015910,63,93.52
3VZjnASQ6FnIYqsPTY3f,7730698015927,15,30.77
3VZjnASQ6FnIYqsPTY3f,7730698019901,40,35.28
3VZjnASQ6FnIYqsPTY3f,7730698020037,32,35.62
3VZjnASQ6FnIYqsPTY3f,7730698285016,2,76.28
3VZjnASQ6FnIYqsPTY3f,7730698348087,53,35.36
3VZjnASQ6FnIYqsPTY3f,7730698364148,65,10.61
3VZjnASQ6FnIYqsPTY3f,7730698379074,14,56.96
3VZjnASQ6FnIYqsPTY3f,7730699000885,54,20.56
3VZjnASQ6FnIYqsPTY3f,7730900992305,92,38.17
3VZjnASQ6FnIYqsPTY3f,7730969300073,34,47.75
3VZjnASQ6FnIYqsPTY3f,7730969300103,51,79.57
3VZjnASQ6FnIYqsPTY3f,7730969300493,68,112.83
3VZjnASQ6FnIYqsPTY3f,7730969300929,10,39.34
3VZjnASQ6FnIYqsPTY3f,7730969301049,6,37.41
3VZjnASQ6FnIYqsPTY3f,7730969301407,92,78.2
3VZjnASQ6FnIYqsPTY3f,7730969301551,30,103.8
3VZjnASQ6FnIYqsPTY3f,7730969302046,89,79.17
3VZjnASQ6FnIYqsPTY3f,7730969302060,59,36.34
3VZjnASQ6FnIYqsPTY3f,7730969302220,5,76.25
3VZjnASQ6FnIYqsPTY3f,7730969302923,20,68.24
3VZjnASQ6FnIYqsPTY3f,7730969302930,70,32.19
3VZjnASQ6FnIYqsPTY3f,7730969302954,94,68.39
3VZjnASQ6FnIYqsPTY3f,7730969302961,46,56.27
3VZjnASQ6FnIYqsPTY3f,7730969303050,41,9.98
3VZjnASQ6FnIYqsPTY3f,7730969303241,15,33.82
3VZjnASQ6FnIYqsPTY3f,7730969303258,16,15.1
3VZjnASQ6FnIYqsPTY3f,7730969303425,17,35.14
3VZjnASQ6FnIYqsPTY3f,7730969303708,32,51.04
3VZjnASQ6FnIYqsPTY3f,7730969303722,50,49.16
3VZjnASQ6FnIYqsPTY3f,7730969303883,92,33.82
3VZjnASQ6FnIYqsPTY3f,7730969304064,91,51.16
3VZjnASQ6FnIYqsPTY3f,7730969305399,27,61.4
3VZjnASQ6FnIYqsPTY3f,7730969306181,72,71.11
3VZjnASQ6FnIYqsPTY3f,7730969306204,18,94.98
3VZjnASQ6FnIYqsPTY3f,7730969307010,76,13.59
3VZjnASQ6FnIYqsPTY3f,7730969307232,16,91.84
3VZjnASQ6FnIYqsPTY3f,7730969307621,9,83.47
3VZjnASQ6FnIYqsPTY3f,7730969307652,4,60.14
3VZjnASQ6FnIYqsPTY3f,7730969308703,42,82.66
3VZjnASQ6FnIYqsPTY3f,7730979090629,0,75.62
3VZjnASQ6FnIYqsPTY3f,7730979090773,97,75.92
3VZjnASQ6FnIYqsPTY3f,7730979093606,17,101.15
3VZjnASQ6FnIYqsPTY3f,7730979094061,97,94.73
3VZjnASQ6FnIYqsPTY3f,7730979094368,88,89.51
3VZjnASQ6FnIYqsPTY3f,7730979094382,100,57.68
3VZjnASQ6FnIYqsPTY3f,7730979095419,82,91.9
3VZjnASQ6FnIYqsPTY3f,7730979096027,81,24.71
3VZjnASQ6FnIYqsPTY3f,7730979097703,22,93.93
3VZjnASQ6FnIYqsPTY3f,7730979098069,15,55.69
3VZjnASQ6FnIYqsPTY3f,7730979098076,59,80.66
3VZjnASQ6FnIYqsPTY3f,7730979098939,85,66.38
3VZjnASQ6FnIYqsPTY3f,7730986380706,5,83.48
3VZjnASQ6FnIYqsPTY3f,7750215001103,88,43.74
3VZjnASQ6FnIYqsPTY3f,7750215001547,26,75.69
3VZjnASQ6FnIYqsPTY3f,7750215001905,39,66.99
3VZjnASQ6FnIYqsPTY3f,7750215012451,40,50.33
3VZjnASQ6FnIYqsPTY3f,7750215024904,1,90.28
3VZjnASQ6FnIYqsPTY3f,7750215025079,17,47.93
3VZjnASQ6FnIYqsPTY3f,7750215025086,8,54.26
3VZjnASQ6FnIYqsPTY3f,7750215025932,79,39.03
3VZjnASQ6FnIYqsPTY3f,7750215026809,27,28.38
3VZjnASQ6FnIYqsPTY3f,77502150281224,37,76.97
3VZjnASQ6FnIYqsPTY3f,7750215029848,6,91.47
3VZjnASQ6FnIYqsPTY3f,7750215029985,58,38.5
3VZjnASQ6FnIYqsPTY3f,7750215432969,1,70.78
3VZjnASQ6FnIYqsPTY3f,7750215728321,64,24.45
3VZjnASQ6FnIYqsPTY3f,7750218010256,58,22.97
3VZjnASQ6FnIYqsPTY3f,7750218010553,64,72.64
3VZjnASQ6FnIYqsPTY3f,7750304004671,99,105.53
3VZjnASQ6FnIYqsPTY3f,7750304006347,49,81.19
3VZjnASQ6FnIYqsPTY3f,7750304007764,61,96.02
3VZjnASQ6FnIYqsPTY3f,7751198000169,9,87.25
3VZjnASQ6FnIYqsPTY3f,7751257021814,60,95.3
3VZjnASQ6FnIYqsPTY3f,7751257022156,24,59.03
3VZjnASQ6FnIYqsPTY3f,7751384000096,14,26.62
3VZjnASQ6FnIYqsPTY3f,7751384129780,84,30.68
3VZjnASQ6FnIYqsPTY3f,7751493010139,36,23.37
3VZjnASQ6FnIYqsPTY3f,7751493011112,13,49.37
3VZjnASQ6FnIYqsPTY3f,7751493011129,29,36.7
3VZjnASQ6FnIYqsPTY3f,7751493011181,67,37.68
3VZjnASQ6FnIYqsPTY3f,7751493011198,54,26.62
3VZjnASQ6FnIYqsPTY3f,7757310008075,83,91.63
3VZjnASQ6FnIYqsPTY3f,7757310008099,94,85.7
3VZjnASQ6FnIYqsPTY3f,7757310008402,5,13.41
3VZjnASQ6FnIYqsPTY3f,7759307288309,28,12.41
3VZjnASQ6FnIYqsPTY3f,7770023455868,4,95.37
3VZjnASQ6FnIYqsPTY3f,7770101000089,29,86.3
3VZjnASQ6FnIYqsPTY3f,7770101000393,35,48.08
3VZjnASQ6FnIYqsPTY3f,7770101000416,87,69.9
3VZjnASQ6FnIYqsPTY3f,7770101000522,46,25.31
3VZjnASQ6FnIYqsPTY3f,7770101000782,93,10.4
3VZjnASQ6FnIYqsPTY3f,7770101000805,17,65.56
3VZjnASQ6FnIYqsPTY3f,7770101000980,77,53.9
3VZjnASQ6FnIYqsPTY3f,7770101001086,17,43.18
3VZjnASQ6FnIYqsPTY3f,7770101001154,87,73.92
3VZjnASQ6FnIYqsPTY3f,7770101001161,68,23.64
3VZjnASQ6FnIYqsPTY3f,7770101001871,77,86.86
3VZjnASQ6FnIYqsPTY3f,7770101001901,71,73.11
3VZjnASQ6FnIYqsPTY3f,7770101002229,55,90.19
3VZjnASQ6FnIYqsPTY3f,7770101002571,3,76.99
3VZjnASQ6FnIYqsPTY3f,7770101002663,84,50.45
3VZjnASQ6FnIYqsPTY3f,7770101002939,60,58.07
3VZjnASQ6FnIYqsPTY3f,7770101003592,65,62.51
3VZjnASQ6FnIYqsPTY3f,7770101003714,7,74.17
3VZjnASQ6FnIYqsPTY3f,7770101003837,75,61.31
3VZjnASQ6FnIYqsPTY3f,7770101004193,97,88.42
3VZjnASQ6FnIYqsPTY3f,7770101004209,13,67.52
3VZjnASQ6FnIYqsPTY3f,7770101004377,77,79.17
3VZjnASQ6FnIYqsPTY3f,7770101004445,61,74.85
3VZjnASQ6FnIYqsPTY3f,7770101004605,12,21.62
3VZjnASQ6FnIYqsPTY3f,7770101004650,33,89.56
3VZjnASQ6FnIYqsPTY3f,7770101004674,85,38.97
3VZjnASQ6FnIYqsPTY3f,7770101004858,75,55.96
3VZjnASQ6FnIYqsPTY3f,7770101004872,78,16.49
3VZjnASQ6FnIYqsPTY3f,7770101005008,10,33.66
3VZjnASQ6FnIYqsPTY3f,7770101005107,91,63.1
3VZjnASQ6FnIYqsPTY3f,7770101005145,8,11.55
3VZjnASQ6FnIYqsPTY3f,7770101005206,81,68.65
3VZjnASQ6FnIYqsPTY3f,7770101005220,74,19.61
3VZjnASQ6FnIYqsPTY3f,7770101005237,40,12.12
3VZjnASQ6FnIYqsPTY3f,7770101005398,85,74.29
